"","X","gender","age","married","employed","educated_in_us","highest_degree","education_years","labor_income"
"8206",8206,1,29,1,"employed",1,"bachelor",16,0
"8207",8207,2,28,1,"employed",1,"bachelor",16,0
"8208",8208,1,27,1,"employed",1,"bachelor",16,0
"8209",8209,1,37,1,"employed",1,"master",17,0
"8210",8210,1,6,0,NA,0,"no college",0,0
"8211",8211,2,38,1,"keeping house",1,"master",17,0
"8212",8212,1,69,1,"retired",1,"bachelor",16,0
"8213",8213,2,72,1,"retired",1,"master",17,0
"8214",8214,2,75,0,"employed",1,"no college",14,0
"8215",8215,2,70,1,"employed",1,"no college",14,0
"8216",8216,1,51,0,"employed",1,"bachelor",16,0
"8217",8217,2,48,1,"employed",1,"no college",12,0
"8218",8218,1,26,1,"employed",1,"bachelor",16,0
"8219",8219,2,21,0,"employed",1,"no college",13,0
"8220",8220,2,1,0,NA,0,"no college",0,0
"8221",8221,1,68,1,"employed",1,"no college",12,0
"8222",8222,2,46,0,"NA",1,"no college",12,0
"8223",8223,1,56,1,"employed",1,"no college",12,0
"8224",8224,1,25,0,"NA",9,"no college",99,0
"8225",8225,2,22,1,"employed",1,"no college",13,0
"8226",8226,1,30,1,"employed",1,"master",17,0
"8227",8227,2,24,1,"employed",1,"bachelor",17,0
"8228",8228,2,61,0,"retired",1,"juris doctorate",17,0
"8229",8229,2,53,1,"employed",1,"bachelor",16,0
"8230",8230,1,41,1,"employed",1,"master",17,0
"8231",8231,1,38,0,"employed",1,"bachelor",16,0
"8232",8232,1,33,1,"employed",1,"bachelor",17,0
"8233",8233,1,25,0,"unemployed",1,"bachelor",16,10847
"8234",8234,2,23,0,"student",1,"bachelor",16,1900
"8235",8235,2,23,0,"employed",1,"no college",12,1800
"8236",8236,2,5,0,NA,0,"no college",0,0
"8237",8237,2,3,0,NA,0,"no college",0,0
"8238",8238,1,53,1,"employed",1,"bachelor",16,0
"8239",8239,2,33,1,"employed",1,"master",17,0
"8240",8240,2,34,1,"employed",1,"master",17,0
"8241",8241,2,69,0,"employed",1,"no college",10,0
"8242",8242,1,70,1,"employed",1,"no college",12,0
"8243",8243,2,57,1,"employed",1,"no college",8,0
"8244",8244,1,68,1,"retired",1,"no college",11,0
"8245",8245,1,44,1,"employed",1,"no college",13,0
"8246",8246,2,40,1,"employed",1,"no college",12,0
"8247",8247,1,37,1,"employed",1,"other",13,0
"8248",8248,1,34,1,"employed",1,"no college",12,0
"8249",8249,1,33,1,"furlough",1,"no college",12,0
"8250",8250,2,30,0,"employed",1,"other",16,0
"8251",8251,2,28,1,"employed",1,"no college",12,0
"8252",8252,2,27,1,"employed",1,"associate",14,0
"8253",8253,2,15,0,NA,0,"no college",0,0
"8254",8254,2,13,0,NA,0,"no college",0,0
"8255",8255,1,13,0,NA,0,"no college",0,0
"8256",8256,2,12,0,NA,0,"no college",0,0
"8257",8257,2,11,0,NA,0,"no college",0,0
"8258",8258,2,9,0,NA,0,"no college",0,0
"8259",8259,1,5,0,NA,0,"no college",0,0
"8260",8260,1,6,0,NA,0,"no college",0,0
"8261",8261,2,4,0,NA,0,"no college",0,0
"8262",8262,2,5,0,NA,0,"no college",0,0
"8263",8263,1,1,0,NA,0,"no college",0,0
"8264",8264,2,1,0,NA,0,"no college",0,0
"8265",8265,2,1,0,NA,0,"no college",0,0
"8266",8266,2,57,1,"keeping house",1,"no college",13,0
"8267",8267,1,52,1,"employed",1,"no college",12,0
"8268",8268,2,61,1,"employed",1,"no college",12,0
"8269",8269,1,43,1,"employed",1,"no college",12,0
"8270",8270,2,37,1,"employed",1,"no college",13,0
"8271",8271,1,29,1,"employed",1,"no college",12,0
"8272",8272,2,9,0,NA,0,"no college",0,0
"8273",8273,2,42,1,"employed",1,"no college",12,0
"8274",8274,1,20,0,NA,0,"no college",0,0
"8275",8275,1,25,1,"employed",1,"no college",12,0
"8276",8276,1,28,0,NA,0,"no college",0,0
"8277",8277,2,37,1,"employed",1,"no college",13,0
"8278",8278,2,12,0,NA,0,"no college",0,0
"8279",8279,2,4,0,NA,0,"no college",0,0
"8280",8280,2,37,1,"keeping house",1,"associate",16,0
"8281",8281,1,6,0,NA,0,"no college",0,0
"8282",8282,1,55,1,"employed",1,"no college",12,0
"8283",8283,1,49,0,"employed",1,"no college",12,0
"8284",8284,1,45,1,"employed",1,"no college",13,0
"8285",8285,1,35,0,"employed",1,"bachelor",16,0
"8286",8286,2,35,1,"employed",1,"no college",13,0
"8287",8287,1,34,1,"employed",1,"no college",12,0
"8288",8288,1,33,1,"employed",1,"no college",12,0
"8289",8289,1,32,1,"employed",1,"no college",12,0
"8290",8290,2,31,1,"employed",1,"bachelor",16,0
"8291",8291,1,13,0,NA,0,"no college",0,0
"8292",8292,2,8,0,NA,0,"no college",0,0
"8293",8293,1,9,0,NA,0,"no college",0,0
"8294",8294,2,8,0,NA,0,"no college",0,0
"8295",8295,1,6,0,NA,0,"no college",0,0
"8296",8296,1,5,0,NA,0,"no college",0,0
"8297",8297,1,5,0,NA,0,"no college",0,0
"8298",8298,1,4,0,NA,0,"no college",0,0
"8299",8299,2,3,0,NA,0,"no college",0,0
"8300",8300,1,2,0,NA,0,"no college",0,0
"8301",8301,2,1,0,NA,0,"no college",0,0
"8302",8302,2,45,1,"employed",1,"no college",14,0
"8303",8303,2,34,0,"keeping house",1,"associate",14,0
"8304",8304,1,36,1,"employed",1,"no college",14,0
"8305",8305,1,30,1,"employed",1,"no college",12,0
"8306",8306,2,30,1,"employed",1,"no college",12,0
"8307",8307,2,32,1,"employed",1,"no college",14,0
"8308",8308,1,11,0,NA,0,"no college",0,0
"8309",8309,2,40,1,"employed",1,"associate",15,0
"8310",8310,2,18,0,"employed",1,"no college",99,0
"8311",8311,2,34,1,"employed",1,"no college",16,0
"8312",8312,2,17,0,NA,0,"no college",0,0
"8313",8313,2,15,0,NA,0,"no college",0,0
"8314",8314,1,14,0,NA,0,"no college",0,0
"8315",8315,2,4,0,NA,0,"no college",0,0
"8316",8316,1,71,1,"retired",1,"bachelor",16,0
"8317",8317,2,70,1,"retired",1,"master",17,0
"8318",8318,1,63,1,"employed",1,"master",17,0
"8319",8319,2,60,0,"employed",1,"other",13,0
"8320",8320,2,57,1,"employed",1,"associate",14,0
"8321",8321,1,38,1,"employed",1,"bachelor",16,0
"8322",8322,2,33,1,"employed",1,"master",17,0
"8323",8323,1,10,0,NA,0,"no college",0,0
"8324",8324,1,1,0,NA,0,"no college",0,0
"8325",8325,2,61,1,"employed",1,"no college",15,0
"8326",8326,1,47,1,"employed",1,"no college",12,0
"8327",8327,2,41,1,"employed",1,"no college",12,0
"8328",8328,1,20,0,"student",1,"no college",13,0
"8329",8329,1,16,0,"student",1,"no college",10,0
"8330",8330,1,35,1,"employed",1,"master",17,0
"8331",8331,1,82,1,"retired",1,"no college",99,0
"8332",8332,2,87,1,"retired",1,"no college",12,0
"8333",8333,2,58,0,"retired",1,"no college",12,0
"8334",8334,1,45,0,"employed",1,"no college",12,0
"8335",8335,2,35,1,"employed",1,"no college",12,0
"8336",8336,1,15,0,NA,0,"no college",0,0
"8337",8337,1,8,0,NA,0,"no college",0,0
"8338",8338,1,45,1,"employed",1,"bachelor",16,0
"8339",8339,1,21,0,"student",1,"no college",14,42000
"8340",8340,1,86,1,"retired",1,"no college",8,0
"8341",8341,2,82,1,"retired",1,"no college",99,0
"8342",8342,2,55,0,"employed",1,"no college",12,0
"8343",8343,2,27,0,"employed",8,"no college",12,28000
"8344",8344,1,24,0,"unemployed",8,"no college",12,0
"8345",8345,1,51,0,"unemployed",1,"no college",12,0
"8346",8346,2,37,0,"employed",1,"no college",12,0
"8347",8347,2,35,1,"employed",1,"associate",16,0
"8348",8348,1,33,0,"employed",1,"associate",14,0
"8349",8349,1,30,0,"unemployed",1,"no college",14,0
"8350",8350,1,25,1,"unemployed",1,"no college",13,0
"8351",8351,1,24,1,"employed",1,"no college",12,0
"8352",8352,1,22,0,"employed",1,"no college",12,0
"8353",8353,1,21,1,"unemployed",1,"no college",11,0
"8354",8354,1,14,0,NA,0,"no college",0,900
"8355",8355,1,10,0,NA,0,"no college",0,0
"8356",8356,2,3,0,NA,0,"no college",0,0
"8357",8357,1,1,0,NA,0,"no college",0,0
"8358",8358,1,37,1,"employed",1,"no college",14,0
"8359",8359,2,51,0,NA,0,"no college",0,0
"8360",8360,2,30,0,"NA",1,"no college",13,0
"8361",8361,2,19,1,"unemployed",1,"no college",10,0
"8362",8362,2,20,1,"employed",1,"no college",9,0
"8363",8363,1,20,0,"employed",1,"no college",12,10847
"8364",8364,2,20,1,"employed",1,"no college",11,0
"8365",8365,2,73,0,"disabled",1,"no college",12,0
"8366",8366,2,54,0,"retired",1,"no college",12,0
"8367",8367,1,32,0,"employed",1,"bachelor",15,36400
"8368",8368,1,28,1,"unemployed",1,"no college",12,0
"8369",8369,1,9,0,NA,0,"no college",0,0
"8370",8370,2,27,1,"employed",1,"no college",13,0
"8371",8371,2,76,1,"employed",1,"master",17,0
"8372",8372,1,93,1,"retired",1,"doctorate",17,0
"8373",8373,2,88,0,NA,0,"no college",0,0
"8374",8374,1,67,1,"retired",1,"no college",12,0
"8375",8375,1,62,1,"employed",1,"no college",12,0
"8376",8376,1,38,0,"employed",1,"bachelor",16,0
"8377",8377,1,35,0,"employed",1,"no college",13,15000
"8378",8378,1,33,1,"employed",1,"bachelor",17,0
"8379",8379,2,32,0,"employed",1,"no college",15,0
"8380",8380,2,30,0,"employed",1,"bachelor",17,0
"8381",8381,2,4,0,NA,0,"no college",0,0
"8382",8382,2,63,1,"keeping house",1,"no college",12,0
"8383",8383,2,69,1,"retired",1,"associate",14,0
"8384",8384,1,30,1,"employed",1,"no college",13,0
"8385",8385,2,38,1,"employed",1,"bachelor",17,0
"8386",8386,2,40,1,"employed",3,"other",17,0
"8387",8387,2,66,1,"retired",1,"associate",15,0
"8388",8388,1,61,0,"employed",1,"no college",13,0
"8389",8389,2,42,0,"employed",1,"no college",17,0
"8390",8390,1,39,1,"employed",1,"associate",14,0
"8391",8391,2,38,1,"employed",1,"bachelor",16,0
"8392",8392,2,36,0,"employed",1,"master",17,0
"8393",8393,1,36,1,"employed",1,"bachelor",16,0
"8394",8394,1,32,0,"employed",1,"no college",12,0
"8395",8395,2,30,1,"employed",1,"no college",17,0
"8396",8396,1,21,0,"employed",1,"no college",15,8200
"8397",8397,2,15,0,NA,0,"no college",0,0
"8398",8398,1,10,0,NA,0,"no college",0,0
"8399",8399,2,8,0,NA,0,"no college",0,0
"8400",8400,1,6,0,NA,0,"no college",0,0
"8401",8401,2,5,0,NA,0,"no college",0,0
"8402",8402,1,3,0,NA,0,"no college",0,0
"8403",8403,2,2,0,NA,0,"no college",0,0
"8404",8404,2,60,0,NA,0,"no college",0,0
"8405",8405,1,65,1,"retired",1,"bachelor",16,0
"8406",8406,2,33,1,"keeping house",1,"no college",12,0
"8407",8407,2,34,1,"employed",1,"master",17,0
"8408",8408,1,29,1,"employed",1,"no college",17,0
"8409",8409,1,35,1,"employed",1,"no college",12,0
"8410",8410,1,42,1,"employed",3,"master",17,0
"8411",8411,2,22,1,"employed",1,"no college",14,0
"8412",8412,1,49,0,"employed",1,"no college",13,13847
"8413",8413,1,23,0,"disabled",1,"no college",12,0
"8414",8414,2,19,0,"employed",1,"no college",12,10847
"8415",8415,2,16,0,"student",1,"no college",10,0
"8416",8416,1,2,0,NA,0,"no college",0,0
"8417",8417,1,1,0,NA,0,"no college",0,0
"8418",8418,2,65,0,"unemployed",1,"no college",12,0
"8419",8419,2,44,0,NA,0,"no college",0,0
"8420",8420,2,43,1,"employed",1,"no college",12,0
"8421",8421,2,35,1,"employed",1,"bachelor",17,0
"8422",8422,2,33,1,"employed",1,"bachelor",16,0
"8423",8423,2,31,1,"furlough",1,"no college",17,0
"8424",8424,1,25,0,"keeping house",8,"no college",12,20000
"8425",8425,1,12,0,NA,0,"no college",0,0
"8426",8426,1,10,0,NA,0,"no college",0,0
"8427",8427,1,8,0,NA,0,"no college",0,0
"8428",8428,2,3,0,NA,0,"no college",0,0
"8429",8429,1,1,0,NA,0,"no college",0,0
"8430",8430,1,43,1,"employed",1,"no college",12,0
"8431",8431,1,35,1,"employed",1,"no college",12,0
"8432",8432,1,66,0,NA,0,"no college",0,0
"8433",8433,1,33,1,"employed",1,"no college",12,0
"8434",8434,1,31,1,"employed",1,"bachelor",17,0
"8435",8435,2,60,1,"keeping house",1,"no college",12,0
"8436",8436,1,56,0,"employed",1,"no college",13,0
"8437",8437,2,40,1,"keeping house",1,"associate",14,0
"8438",8438,1,28,1,"employed",1,"no college",12,0
"8439",8439,1,7,0,NA,0,"no college",0,0
"8440",8440,1,62,1,"retired",1,"no college",12,0
"8441",8441,1,35,1,"employed",1,"no college",12,0
"8442",8442,2,28,1,"employed",1,"master",17,0
"8443",8443,2,61,0,"employed",1,"no college",15,0
"8444",8444,2,39,1,"employed",1,"bachelor",16,0
"8445",8445,1,4,0,NA,0,"no college",0,0
"8446",8446,1,40,1,"employed",1,"bachelor",16,0
"8447",8447,2,54,0,"employed",1,"master",17,0
"8448",8448,2,40,1,"employed",1,"master",17,0
"8449",8449,2,14,0,NA,0,"no college",0,0
"8450",8450,2,11,0,NA,0,"no college",0,0
"8451",8451,1,42,1,"employed",1,"master",17,0
"8452",8452,1,54,0,"employed",1,"no college",13,0
"8453",8453,1,53,1,"employed",1,"bachelor",16,0
"8454",8454,2,52,0,"unemployed",1,"no college",11,0
"8455",8455,2,36,0,"employed",1,"bachelor",16,0
"8456",8456,2,33,0,"employed",1,"bachelor",17,0
"8457",8457,2,27,0,"employed",1,"bachelor",17,70000
"8458",8458,2,55,1,"employed",1,"no college",13,0
"8459",8459,2,40,0,"disabled",1,"bachelor",16,0
"8460",8460,1,34,0,"employed",8,"no college",12,10847
"8461",8461,2,32,0,"employed",8,"no college",12,10847
"8462",8462,2,29,0,"unemployed",1,"no college",17,0
"8463",8463,2,13,0,NA,0,"no college",0,0
"8464",8464,2,1,0,NA,0,"no college",0,0
"8465",8465,2,65,0,"keeping house",1,"no college",10,0
"8466",8466,2,74,0,"retired",1,"no college",8,0
"8467",8467,1,30,0,"employed",8,"no college",12,10847
"8468",8468,2,60,0,"employed",0,"no college",0,10847
"8469",8469,1,20,0,"employed",1,"no college",12,0
"8470",8470,1,41,0,NA,0,"no college",0,0
"8471",8471,2,70,0,"retired",1,"bachelor",16,0
"8472",8472,1,49,1,"employed",1,"bachelor",16,0
"8473",8473,1,46,1,"employed",1,"bachelor",16,0
"8474",8474,1,28,0,"employed",1,"bachelor",17,0
"8475",8475,2,48,1,"employed",1,"bachelor",16,0
"8476",8476,1,26,0,"employed",1,"bachelor",16,0
"8477",8477,1,22,0,"employed",1,"no college",13,18998
"8478",8478,2,43,1,"employed",1,"bachelor",16,0
"8479",8479,2,68,0,"retired",1,"no college",12,0
"8480",8480,2,50,1,"employed",1,"no college",12,0
"8481",8481,2,49,0,"employed",1,"no college",11,0
"8482",8482,1,45,1,"retired",1,"no college",10,0
"8483",8483,1,40,0,"unemployed",1,"no college",9,0
"8484",8484,2,33,1,"employed",1,"bachelor",17,0
"8485",8485,1,31,0,"employed",1,"no college",12,0
"8486",8486,2,20,1,"employed",1,"no college",12,0
"8487",8487,2,18,0,"employed",1,"no college",12,0
"8488",8488,1,12,0,NA,0,"no college",0,0
"8489",8489,2,5,0,NA,0,"no college",0,0
"8490",8490,2,4,0,NA,0,"no college",0,0
"8491",8491,1,52,1,"employed",1,"no college",12,0
"8492",8492,1,15,0,NA,0,"no college",0,0
"8493",8493,2,41,1,"employed",1,"no college",12,0
"8494",8494,2,19,0,NA,0,"no college",0,0
"8495",8495,2,33,0,NA,0,"no college",0,0
"8496",8496,1,30,1,"employed",1,"associate",16,0
"8497",8497,1,20,1,"employed",1,"no college",12,0
"8498",8498,1,61,1,"employed",1,"other",17,0
"8499",8499,1,51,1,"employed",1,"bachelor",16,0
"8500",8500,1,45,0,"unemployed",1,"no college",12,0
"8501",8501,1,43,0,"keeping house",1,"no college",12,0
"8502",8502,2,37,0,"employed",1,"bachelor",16,0
"8503",8503,2,7,0,NA,0,"no college",0,0
"8504",8504,1,5,0,NA,0,"no college",0,0
"8505",8505,2,4,0,NA,0,"no college",0,0
"8506",8506,2,59,1,"employed",1,"bachelor",16,0
"8507",8507,1,80,0,"retired",0,"no college",0,0
"8508",8508,2,34,1,"student",2,"no college",13,0
"8509",8509,2,69,0,"employed",1,"bachelor",16,0
"8510",8510,2,63,1,"retired",1,"no college",13,0
"8511",8511,1,56,1,"retired",1,"no college",12,0
"8512",8512,1,40,0,"employed",1,"bachelor",17,0
"8513",8513,2,35,0,"employed",1,"no college",12,6000
"8514",8514,1,33,0,"employed",1,"bachelor",17,0
"8515",8515,2,32,0,"employed",1,"no college",13,0
"8516",8516,1,23,0,"employed",1,"no college",12,0
"8517",8517,2,10,0,NA,0,"no college",0,0
"8518",8518,1,9,0,NA,0,"no college",0,0
"8519",8519,1,5,0,NA,0,"no college",0,0
"8520",8520,1,63,1,"employed",1,"master",17,0
"8521",8521,1,63,0,"employed",1,"bachelor",16,0
"8522",8522,2,53,1,"retired",1,"no college",12,0
"8523",8523,2,68,0,"retired",1,"no college",11,0
"8524",8524,1,47,1,"keeping house",1,"no college",10,0
"8525",8525,2,44,0,"keeping house",1,"no college",12,0
"8526",8526,1,33,1,"employed",1,"no college",12,0
"8527",8527,2,25,1,"employed",1,"no college",15,0
"8528",8528,2,25,0,NA,0,"no college",0,0
"8529",8529,1,26,0,"employed",1,"no college",11,0
"8530",8530,1,23,0,"employed",1,"no college",12,0
"8531",8531,2,20,0,"employed",1,"no college",12,9000
"8532",8532,2,16,0,"student",1,"no college",10,0
"8533",8533,2,14,0,NA,0,"no college",0,0
"8534",8534,1,12,0,NA,0,"no college",0,0
"8535",8535,2,13,0,NA,0,"no college",0,0
"8536",8536,1,9,0,NA,0,"no college",0,0
"8537",8537,1,6,0,NA,0,"no college",0,0
"8538",8538,1,5,0,NA,0,"no college",0,0
"8539",8539,2,2,0,NA,0,"no college",0,0
"8540",8540,2,2,0,NA,0,"no college",0,0
"8541",8541,2,46,1,"employed",1,"no college",12,0
"8542",8542,1,50,0,"employed",1,"no college",12,0
"8543",8543,1,26,1,"employed",1,"no college",12,0
"8544",8544,2,53,0,"employed",0,"no college",0,28000
"8545",8545,2,29,1,"keeping house",9,"no college",99,0
"8546",8546,1,8,0,NA,0,"no college",0,0
"8547",8547,1,6,0,NA,0,"no college",0,0
"8548",8548,2,999,0,"NA",9,"no college",99,0
"8549",8549,1,6,0,NA,0,"no college",0,0
"8550",8550,1,65,1,"employed",1,"associate",14,0
"8551",8551,2,67,1,"employed",1,"bachelor",16,0
"8552",8552,2,40,1,"keeping house",1,"no college",14,0
"8553",8553,2,38,1,"employed",1,"bachelor",17,0
"8554",8554,1,37,1,"employed",1,"bachelor",16,0
"8555",8555,1,32,0,"employed",1,"master",17,0
"8556",8556,1,27,1,NA,0,"no college",0,0
"8557",8557,1,23,0,"student",1,"bachelor",16,3500
"8558",8558,2,13,0,NA,0,"no college",0,0
"8559",8559,1,12,0,NA,0,"no college",0,0
"8560",8560,2,10,0,NA,0,"no college",0,0
"8561",8561,2,9,0,NA,0,"no college",0,0
"8562",8562,1,6,0,NA,0,"no college",0,0
"8563",8563,1,5,0,NA,0,"no college",0,0
"8564",8564,1,69,1,"retired",1,"bachelor",16,0
"8565",8565,2,63,1,"keeping house",1,"associate",14,0
"8566",8566,1,44,1,"employed",1,"no college",16,0
"8567",8567,1,41,1,"employed",1,"juris doctorate",17,0
"8568",8568,2,26,1,NA,0,"no college",0,0
"8569",8569,1,38,1,"employed",1,"master",17,0
"8570",8570,1,77,0,"retired",1,"master",17,0
"8571",8571,2,88,0,"retired",1,"no college",12,0
"8572",8572,2,57,1,"employed",1,"associate",14,0
"8573",8573,1,51,0,"employed",0,"no college",0,10847
"8574",8574,1,30,1,"employed",1,"bachelor",16,0
"8575",8575,2,27,0,"employed",1,"associate",14,0
"8576",8576,1,55,1,"employed",1,"no college",13,0
"8577",8577,2,30,1,"employed",1,"medical degree",17,0
"8578",8578,2,81,0,"retired",1,"no college",12,0
"8579",8579,2,62,1,"employed",1,"bachelor",16,0
"8580",8580,1,61,1,"employed",1,"no college",12,0
"8581",8581,1,58,1,"employed",1,"associate",14,0
"8582",8582,1,40,1,"employed",1,"master",17,0
"8583",8583,1,37,1,"unemployed",1,"no college",14,0
"8584",8584,2,33,1,"keeping house",1,"bachelor",16,0
"8585",8585,1,31,0,"employed",1,"master",17,0
"8586",8586,2,29,0,"unemployed",1,"bachelor",16,0
"8587",8587,2,17,0,"unemployed",1,"no college",11,0
"8588",8588,2,17,0,"student",1,"no college",11,0
"8589",8589,1,7,0,NA,0,"no college",0,0
"8590",8590,2,4,0,NA,0,"no college",0,0
"8591",8591,1,2,0,NA,0,"no college",0,0
"8592",8592,2,1,0,NA,0,"no college",0,0
"8593",8593,1,68,1,"employed",1,"no college",13,0
"8594",8594,2,55,1,"employed",1,"associate",14,0
"8595",8595,2,54,1,"employed",1,"associate",14,0
"8596",8596,2,41,1,"employed",1,"master",17,0
"8597",8597,1,35,1,"employed",1,"no college",15,0
"8598",8598,2,30,1,"employed",3,"bachelor",16,0
"8599",8599,1,81,1,"retired",1,"no college",12,0
"8600",8600,2,81,1,"retired",1,"master",17,0
"8601",8601,1,79,1,"employed",1,"no college",12,0
"8602",8602,2,74,1,"keeping house",1,"no college",11,0
"8603",8603,2,67,1,"retired",1,"master",17,0
"8604",8604,1,65,1,"employed",1,"no college",12,0
"8605",8605,1,67,1,"employed",1,"master",17,0
"8606",8606,1,62,1,"employed",1,"doctorate",17,0
"8607",8607,1,33,0,"employed",1,"bachelor",17,0
"8608",8608,1,33,1,"employed",1,"bachelor",17,0
"8609",8609,2,29,1,"employed",1,"bachelor",16,0
"8610",8610,2,3,0,NA,0,"no college",0,0
"8611",8611,2,1,0,NA,0,"no college",0,0
"8612",8612,2,65,1,"retired",1,"master",17,0
"8613",8613,2,64,1,"employed",3,"bachelor",16,0
"8614",8614,2,34,1,"employed",1,"master",17,0
"8615",8615,1,31,1,"employed",1,"master",17,0
"8616",8616,1,66,1,"retired",1,"no college",13,0
"8617",8617,2,47,1,"employed",1,"no college",14,0
"8618",8618,1,43,1,"employed",1,"no college",12,0
"8619",8619,1,27,0,"employed",8,"no college",14,10847
"8620",8620,2,22,0,"student",1,"no college",14,10847
"8621",8621,2,7,0,NA,0,"no college",0,0
"8622",8622,1,46,1,"employed",1,"no college",12,0
"8623",8623,2,42,1,"employed",1,"no college",12,0
"8624",8624,1,25,0,"employed",1,"no college",15,0
"8625",8625,2,63,1,"disabled",1,"no college",9,0
"8626",8626,1,89,0,"retired",0,"no college",0,0
"8627",8627,1,66,1,"employed",1,"bachelor",17,0
"8628",8628,1,35,0,"employed",1,"bachelor",17,0
"8629",8629,1,35,0,"employed",1,"bachelor",16,10847
"8630",8630,2,31,1,"employed",1,"bachelor",16,0
"8631",8631,2,67,1,"employed",1,"bachelor",16,0
"8632",8632,1,29,1,"employed",1,"juris doctorate",17,0
"8633",8633,2,23,0,"employed",1,"no college",13,25000
"8634",8634,2,93,0,"disabled",1,"no college",12,0
"8635",8635,2,69,1,"employed",1,"bachelor",17,0
"8636",8636,1,62,1,"employed",1,"bachelor",16,0
"8637",8637,1,37,0,"employed",1,"no college",16,0
"8638",8638,2,30,0,"employed",1,"associate",17,0
"8639",8639,1,27,0,"employed",1,"no college",17,0
"8640",8640,1,72,1,"retired",1,"no college",13,0
"8641",8641,2,63,1,"employed",1,"bachelor",16,0
"8642",8642,1,66,0,"retired",1,"no college",13,0
"8643",8643,2,70,0,"retired",0,"no college",0,0
